Employee First Name,Employee Last Name,Job Title,Employee Work Email,Company Name,Company Website,Company HQ Phone,Street,City,State Full,State,Zip Code,Country,Industries,Employees,Revenue,Job Level,Job Function
Heather,Hamman,Vice President of Accounting,dianne.bascom@uni.edu,Credent Technologies,www.credenttech.com,1.860.654.0670,30 Brookfield St,South Windsor,New York,CT,06074-1202,United States,"Business Services, HR and Recruiting Services",3487 - 25,3487 - 1000000,VP of Accounting,
Patricia,Meyer,Vice President of Accounting,dianne.bascom@uni.edu,Enhanced Value Strategies,www.evsinc.net,1.314.963.0955,1401 S Brentwood Blvd,Saint Louis,New York,MO,63144,United States,"Business Services, Business Services Other",3488 - 25,3488 - 1000000,VP of Accounting,
Twuanna,Munroe,Vice President of Accounting,dianne.bascom@uni.edu,Scripps Networks Interactive,www.scrippsnetworks.com,1.865.694.2700,9721 Sherrill Blvd,Knoxville,New York,TN,37932-3330,United States,"Media & Entertainment, Radio and Television Broadcasting Business Services, Advertising, Marketing and PR",3489 - 25,3489 - 1000000,VP of Accounting,
Cheryl,Boland,Vice President of Accounting,dianne.bascom@uni.edu,Nature Coast Insurance,www.naturecoastinsurance.com,1.352.493.2565,PO BOX 1520,Chiefland,New York,FL,32644-1520,United States,"Financial Services, Insurance and Risk Management",3490 - 25,3490 - 1000000,VP of Accounting,
Michael,Schlehuber,Vice President of Accounting,dianne.bascom@uni.edu,Hewlett Packard Enterprise,www.hpe.com,1.650.687.5817,3000 Hanover St,Palo Alto,New York,CA,94304-1112,United States,"Computers & Electronics, Consumer Electronics, Parts and Repair Computers & Electronics, IT and Network Services and Support Computers & Electronics, Office Machinery and Equipment",3491 - 25,3491 - 1000000,VP of Accounting,
Bob,Seidel,Vice President of Accounting,dianne.bascom@uni.edu,"FARO Technologies, Inc.",www.faro.com,1.407.333.9911,250 Technology Park,Lake Mary,New York,FL,32746-7115,United States,"Manufacturing, Manufacturing Other Software & Internet, Software",3492 - 25,3492 - 1000000,VP of Accounting,
Kevin,Morgan,Vice President of Accounting,dianne.bascom@uni.edu,Alcoa,www.alcoa.com,1.412.315.2900,"201 Isabella St Pittsburgh, PA15212-5827",Pittsburgh,New York,PA,15212-5827,United States,"Manufacturing, Metals Manufacturing Manufacturing, Tools, Hardware and Light Machinery Wholesale & Distribution, Metal & Mineral Wholesalers",3493 - 25,3493 - 1000000,VP of Accounting,
Greta,Meytin,Vice President of Accounting,dianne.bascom@uni.edu,Brown Investment Advisory,www.brownadvisory.com,1.202.452.9600,1737 H St Nw,Washington,New York,DC,20006-3905,United States,"Financial Services, Securities Agents and Brokers",3494 - 25,3494 - 1000000,VP of Accounting,
Bill,Lawler,Vice President of Accounting,dianne.bascom@uni.edu,McCann Worldgroup,www.mccann.com,1.646.865.2000,"622 3rd Ave New York, NY10017-6724",New York,New York,NY,10017-6724,United States,"Business Services, Advertising, Marketing and PR",3495 - 25,3495 - 1000000,VP of Accounting,
Dan,Rasmussen,Vice President of Accounting,dianne.bascom@uni.edu,Linnihan Foy,www.linnihanfoy.com,1.612.331.3586,"615 1st Ave NE Minneapolis, MN55413-2419",Minneapolis,New York,MN,55413-2419,United States,"Business Services, Advertising, Marketing and PR",3496 - 25,3496 - 1000000,VP of Accounting,
Danita,Norman,Vice President of Accounting,dianne.bascom@uni.edu,Marc Research,www.marcresearch.com,1.800.884.6272,7850 N Belt Line Rd,Irving,New York,TX,75063-6062,United States,"Business Services, Advertising, Marketing and PR",3497 - 25,3497 - 1000000,VP of Accounting,
Gail,Nathan,Vice President of Accounting,dianne.bascom@uni.edu,Mediacom,www.mediacom.com,1.212.912.4200,498 Fashion Ave,New York,New York,NY,10018-6798,United States,"Business Services, Advertising, Marketing and PR",3498 - 25,3498 - 1000000,VP of Accounting,
Jennifer,Swantek,Vice President of Accounting,dianne.bascom@uni.edu,McCann Worldgroup,www.mccann.com,1.646.865.2000,"622 3rd Ave New York, NY10017-6724",New York,New York,NY,10017-6724,United States,"Business Services, Advertising, Marketing and PR",3499 - 25,3499 - 1000000,VP of Accounting,
Jenny,Holman,Vice President of Accounting,dianne.bascom@uni.edu,Clockwork,www.clockwork.com,1.612.746.1850,1501 E Hennepin Ave,Minneapolis,New York,MN,55414-2428,United States,"Business Services, Facilities Management and Maintenance",3500 - 25,3500 - 1000000,VP of Accounting,
Jason,Hoehnen,Vice President of Accounting,dianne.bascom@uni.edu,"Point to Point, Inc.",www.pointtopoint.com,1.216.831.4421,"23240 Chagrin Blvd Beachwood, OH44122-5483",Beachwood,New York,OH,44122-5483,United States,"Business Services, Advertising, Marketing and PR",3501 - 25,3501 - 1000000,VP of Accounting,
John,Mataraza,Vice President of Accounting,dianne.bascom@uni.edu,DigitasLBi,www.digitas.com,1.617.867.1000,"33 Arch St Boston, MA02110-1442",Boston,New York,MA,02110-1442,United States,"Business Services, Advertising, Marketing and PR",3502 - 25,3502 - 1000000,VP of Accounting,
Jean,Ritchie,Vice President of Accounting,dianne.bascom@uni.edu,Tandem Associates Inc,www.tandemassociates.com,1.856.722.9354,1440 Hainesport Mount Laurel Rd,Mount Laurel,New York,NJ,08054-9509,United States,"Business Services, Business Services Other",3503 - 25,3503 - 1000000,VP of Accounting,
Kim,Jordan-Miller,Vice President of Accounting,dianne.bascom@uni.edu,SRS Real Estate Partners,www.srsre.com,1.214.560.3200,"8343 Douglas Ave Dallas, TX75225-5885",Dallas,New York,TX,75225-5885,United States,"Real Estate & Construction, Real Estate Agents and Appraisers",3504 - 25,3504 - 1000000,VP of Accounting,
Lisa,Anderson,Vice President of Accounting,dianne.bascom@uni.edu,MPG USA,www.us.mpg.com,1.646.587.5000,195 Broadway,New York,New York,NY,10007,United States,"Business Services, Advertising, Marketing and PR",3505 - 25,3505 - 1000000,VP of Accounting,
Michelle,Douglas,Vice President of Accounting,dianne.bascom@uni.edu,"Capstrat, Inc.",www.capstrat.com,1.919.828.0806,1201 Edwards Mill Rd,Raleigh,New York,NC,27607-3625,United States,"Business Services, Advertising, Marketing and PR",3506 - 25,3506 - 1000000,VP of Accounting,
Michael,Stuttman,Vice President of Accounting,dianne.bascom@uni.edu,GSW Worldwide,www.gsw-w.com,1.614.848.4848,500 Olde Worthington Rd,Westerville,New York,OH,43082-8913,United States,"Healthcare, Pharmaceuticals, & Biotech, Healthcare, Pharmaceuticals, and Biotech Other",3507 - 25,3507 - 1000000,VP of Accounting,
Pam,Griffin,Vice President of Accounting,dianne.bascom@uni.edu,Media Assembly,www.media-assembly.com,1.212.500.6900,909 3rd Ave,New York,New York,NY,10022-4731,United States,"Software & Internet, Data Analytics, Management and Storage",3508 - 25,3508 - 1000000,VP of Accounting,
Amy,Puig,Vice President of Accounting,dianne.bascom@uni.edu,McCann Worldgroup,www.mccann.com,1.646.865.2000,"622 3rd Ave New York, NY10017-6724",New York,New York,NY,10017-6724,United States,"Business Services, Advertising, Marketing and PR",3509 - 25,3509 - 1000000,VP of Accounting,
Rick,Humphrey,Vice President of Accounting,dianne.bascom@uni.edu,Conover Tuttle Pace,www.ctpboston.com,1.617.412.4000,77 N Washington St,Boston,New York,MA,02114-1908,United States,"Business Services, Advertising, Marketing and PR",3510 - 25,3510 - 1000000,VP of Accounting,
Seton,McGowan,Vice President of Accounting,dianne.bascom@uni.edu,"Mullen Communications, Inc",www.mullen.com,1.617.226.9000,40 Broad St,Boston,New York,MA,02109-4313,United States,"Business Services, Advertising, Marketing and PR",3511 - 25,3511 - 1000000,VP of Accounting,
Audra,Curran,Vice President of Accounting,dianne.bascom@uni.edu,DigitasLBi,www.digitas.com,1.617.867.1000,"33 Arch St Boston, MA02110-1442",Boston,New York,MA,02110-1442,United States,"Business Services, Advertising, Marketing and PR",3512 - 25,3512 - 1000000,VP of Accounting,
Rebecca,Mendelson,Vice President of Accounting,dianne.bascom@uni.edu,"Rubin Postaer And Associates, Inc",www.rpa.com,1.310.394.4000,"2525 Colorado Ave Santa Monica, CA90404-5576",Santa Monica,New York,CA,90404-5576,United States,"Business Services, Advertising, Marketing and PR",3513 - 25,3513 - 1000000,VP of Accounting,
Ash,Smith,Vice President of Accounting,dianne.bascom@uni.edu,Blanchard,www.blanchardcalhounins.com,1.706.650.6000,PO BOX 212359,Augusta,New York,GA,30917-2359,United States,"Financial Services, Insurance and Risk Management",3514 - 25,3514 - 1000000,VP of Accounting,
Bill,Kingsley,Vice President of Accounting,dianne.bascom@uni.edu,Air Sure Limited,www.airsure.com,1.303.526.5300,25548 Genesee Trail Rd,Golden,New York,CO,80401-9366,United States,"Financial Services, Insurance and Risk Management",3515 - 25,3515 - 1000000,VP of Accounting,
Brett,Laker,Vice President of Accounting,dianne.bascom@uni.edu,Pacific Life Insurance Company,www.pacificlife.com,1.949.219.3011,700 Newport Center Dr,Newport Beach,New York,CA,92660-6397,United States,"Financial Services, Insurance and Risk Management Financial Services, Investment Banking and Venture Capital",3516 - 25,3516 - 1000000,VP of Accounting,
Chuck,McCatherin,Vice President of Accounting,dianne.bascom@uni.edu,Maine Printing Company/MPX,www.mpxonline.com,1.800.477.6117,2301 Congress St,Portland,New York,ME,04102-1907,United States,"Business Services, Business Services Other",3517 - 25,3517 - 1000000,VP of Accounting,
David W,Adams,Vice President of Accounting,dianne.bascom@uni.edu,ISU Insurance Services of Colorado,www.isuinsurance.com,1.303.534.2133,"950 17th St Denver, CO80202-2819",Denver,New York,CO,80202-2819,United States,"Financial Services, Insurance and Risk Management",3518 - 25,3518 - 1000000,VP of Accounting,
Debby,Goldberg,Vice President of Accounting,dianne.bascom@uni.edu,Trademark Capital Services,www.tcs-insurance.com,1.415.461.4427,"101 Larkspur Landing Cir Larkspur, CA94939-1749",Larkspur,New York,CA,94939-1749,United States,"Financial Services, Insurance and Risk Management",3519 - 25,3519 - 1000000,VP of Accounting,
Diane,Scott,Vice President of Accounting,dianne.bascom@uni.edu,"Lockton Companies, LLC",www.lockton.com,1.816.960.9000,"444 W 47th St Kansas City, MO64112-1906",Kansas City,New York,MO,64112-1906,United States,"Financial Services, Insurance and Risk Management",3520 - 25,3520 - 1000000,VP of Accounting,
Harold,Mayhack,Vice President of Accounting,dianne.bascom@uni.edu,ISU Insurance Services - The Olson Duncan Agency,www.olsonduncan.com,1.310.373.6441 x 227,"25550 Hawthorne Blvd Torrance, CA90505-6831",Torrance,New York,CA,90505-6831,United States,"Financial Services, Lending and Mortgage",3521 - 25,3521 - 1000000,VP of Accounting,
Sandi,Hopkins,Vice President of Accounting,dianne.bascom@uni.edu,Anco Insurance,www.anco.com,1.800.749.1733,1733 Briarcrest Dr,Bryan,New York,TX,77802-2754,United States,"Financial Services, Insurance and Risk Management",3522 - 25,3522 - 1000000,VP of Accounting,
Jeremy,Clement,Vice President of Accounting,dianne.bascom@uni.edu,Paul's Insurance Agency,www.paulsagency.com,1.985.384.4450,PO BOX 1680,Morgan City,New York,LA,70381-1680,United States,"Financial Services, Insurance and Risk Management",3523 - 25,3523 - 1000000,VP of Accounting,
Jan,Herring,Vice President of Accounting,dianne.bascom@uni.edu,"Lockton Companies, LLC",www.lockton.com,1.816.960.9000,"444 W 47th St Kansas City, MO64112-1906",Kansas City,New York,MO,64112-1906,United States,"Financial Services, Insurance and Risk Management",3524 - 25,3524 - 1000000,VP of Accounting,
Jeffery,Jenson,Vice President of Accounting,dianne.bascom@uni.edu,Strategies Limited,www.strategiesltd.com,1.920.731.2000,2315 E Newberry St,Appleton,New York,WI,54915-3162,United States,"Business Services, Advertising, Marketing and PR",3525 - 25,3525 - 1000000,VP of Accounting,
John,Johns,Vice President of Accounting,dianne.bascom@uni.edu,KeyW Corporation,www.keywcorp.com,1.443.733.1600,"7740 Milestone Pkwy Hanover, MD21076-1754",Hanover,New York,MD,21076-1754,United States,"Software & Internet, Software",3526 - 25,3526 - 1000000,VP of Accounting,
Joe,Pontius,Vice President of Accounting,dianne.bascom@uni.edu,3D Exhibits,www.3dexhibits.com,1.630.644.5000,800 Albion Ave,Schaumburg,New York,IL,60193-4523,United States,"Business Services, Advertising, Marketing and PR",3527 - 25,3527 - 1000000,VP of Accounting,
John,Roberts,Vice President of Accounting,dianne.bascom@uni.edu,Southwest Bank,www.southwestbank.com,1.817.292.4820,3737 SW Loop 820,Fort Worth,New York,TX,76133-2065,United States,"Financial Services, Banks Financial Services, Trust, Fiduciary, and Custody Activities",3528 - 25,3528 - 1000000,VP of Accounting,
Jay,Sherwin,Vice President of Accounting,dianne.bascom@uni.edu,Woodruff-Sawyer & Company,www.wsandco.com,1.415.391.2141,"50 California St San Francisco, CA94111-4646",San Francisco,New York,CA,94111-4646,United States,"Business Services, Business Services Other",3529 - 25,3529 - 1000000,VP of Accounting,
John,Ward,Vice President of Accounting,dianne.bascom@uni.edu,Woodruff-Sawyer & Company,www.wsandco.com,1.415.391.2141,"50 California St San Francisco, CA94111-4646",San Francisco,New York,CA,94111-4646,United States,"Business Services, Business Services Other",3530 - 25,3530 - 1000000,VP of Accounting,
Karen,Lehman,Vice President of Accounting,dianne.bascom@uni.edu,"Prudential Financial, Incorporated",www.prudential.com,1.973.802.6000,655 Broad St,Newark,New York,NJ,07102-4410,United States,"Financial Services, Insurance and Risk Management Financial Services, Personal Financial Planning and Private Banking Financial Services, Trust, Fiduciary, and Custody Activities",3531 - 25,3531 - 1000000,VP of Accounting,
Kevin,Hayes,Vice President of Accounting,dianne.bascom@uni.edu,Avery Hall Insurance Group,www.averyhall.com,1.410.742.5111,308 E Main St,Salisbury,New York,MD,21801-4925,United States,"Financial Services, Insurance and Risk Management",3532 - 25,3532 - 1000000,VP of Accounting,
Kimberly,Lesley,Vice President of Accounting,dianne.bascom@uni.edu,"Capgemini, Inc.",www.capgemini.com,1.212.314.8000,623 5th Ave Fl 3,New York,New York,NY,10022-6831,United States,"Computers & Electronics, IT and Network Services and Support Software & Internet, Software & Internet Other",3533 - 25,3533 - 1000000,VP of Accounting,
Krithika,Kumar,Vice President of Accounting,dianne.bascom@uni.edu,"Capgemini, Inc.",www.capgemini.com,1.212.314.8000,623 5th Ave Fl 3,New York,New York,NY,10022-6831,United States,"Computers & Electronics, IT and Network Services and Support Software & Internet, Software & Internet Other",3534 - 25,3534 - 1000000,VP of Accounting,
M.,Campbell,Vice President of Accounting,dianne.bascom@uni.edu,SM&A Consulting,www.smawins.com,1.949.975.1550,"18400 Von Karman Ave Irvine, CA92612-0506",Irvine,New York,CA,92612-0506,United States,"Business Services, Management Consulting Financial Services, Personal Financial Planning and Private Banking",3535 - 25,3535 - 1000000,VP of Accounting,
Marta,Smith,Vice President of Accounting,dianne.bascom@uni.edu,"American Cancer Society, Inc.",www.cancer.org,1.404.816.7800,250 Williams St Nw,Atlanta,New York,GA,30303,United States,"Non-Profit, Charitable Organizations and Foundations Non-Profit, Non-Profit Other",3536 - 25,3536 - 1000000,VP of Accounting,
Mark F,Duncan,Vice President of Accounting,dianne.bascom@uni.edu,ISU Insurance Services - The Olson Duncan Agency,www.olsonduncan.com,1.310.373.6441 x 227,"25550 Hawthorne Blvd Torrance, CA90505-6831",Torrance,New York,CA,90505-6831,United States,"Financial Services, Lending and Mortgage",3537 - 25,3537 - 1000000,VP of Accounting,
Michael,Farrell,Vice President of Accounting,dianne.bascom@uni.edu,"Prudential Financial, Incorporated",www.prudential.com,1.973.802.6000,655 Broad St,Newark,New York,NJ,07102-4410,United States,"Financial Services, Insurance and Risk Management Financial Services, Personal Financial Planning and Private Banking Financial Services, Trust, Fiduciary, and Custody Activities",3538 - 25,3538 - 1000000,VP of Accounting,
Melody,Key,Vice President of Accounting,dianne.bascom@uni.edu,Woodruff-Sawyer & Company,www.wsandco.com,1.415.391.2141,"50 California St San Francisco, CA94111-4646",San Francisco,New York,CA,94111-4646,United States,"Business Services, Business Services Other",3539 - 25,3539 - 1000000,VP of Accounting,
Michael,Kilbride,Vice President of Accounting,dianne.bascom@uni.edu,Cross Insurance,www.crossagency.com,1.207.947.7345,74 Gilman Rd,Bangor,New York,ME,04401-3516,United States,"Financial Services, Insurance and Risk Management",3540 - 25,3540 - 1000000,VP of Accounting,
Michael E,Moschetti,Vice President of Accounting,dianne.bascom@uni.edu,ISU Insurance Services of Colorado,www.isuinsurance.com,1.303.534.2133,"950 17th St Denver, CO80202-2819",Denver,New York,CO,80202-2819,United States,"Financial Services, Insurance and Risk Management",3541 - 25,3541 - 1000000,VP of Accounting,
Mike,Suttman,Vice President of Accounting,dianne.bascom@uni.edu,McGohan Brabender,www.mcgohanbrabender.com,1.614.210.1124,3931 S Dixie Dr,Dayton,New York,OH,45439-2313,United States,"Financial Services, Insurance and Risk Management",3542 - 25,3542 - 1000000,VP of Accounting,
